[2025-08-24T15:37:35.1475538+09:00] Ellen
Gravity: <0, -9.81, 0>
EffectiveGravity: <0, -9.81, 0>
SolverIterationCount: 8
SubstepCount: 1
Damping: 0.98
BoneBlendFactor: 0.5
GroundHeight: 0
Restitution: 0.2
Friction: 0.5
LockTranslation: True
RigidBody: 頭 BoneIndex:10 Mass:14.625 Shape:Capsule LinearDamping:0.5 AngularDamping:0.5 Restitution:0 Friction:0.5 Position:<0, 18.080936, -0.17313504> Rotation:<-0, 0, -0> Size:<0.8, 0.8, 0> Group:0 Mask:65535 Mode:FollowBone
RigidBody: Skirt_5_1 BoneIndex:255 Mass:14.096 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.638726, -5.129314> Rotation:<1.5241222, 3.1415927, 0> Size:<1, 0.40178853, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_6_1 BoneIndex:256 Mass:10.512 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.6012335, -5.9320154> Rotation:<1.5241235, 3.1415927, 0> Size:<1, 0.4017883, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_7_1 BoneIndex:257 Mass:7.152 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.56374, -6.7347174> Rotation:<1.5241222, 3.1415927, 0> Size:<0.9, 0.40178856, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_8_1 BoneIndex:258 Mass:4.24 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.526247, -7.5374193> Rotation:<1.5241222, 3.1415927, 0> Size:<0.9, 0.40178853, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_9_1 BoneIndex:259 Mass:2 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.488754, -8.340121> Rotation:<1.5241222, 3.1415927, 0> Size:<0.9, 0.40178853, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_10_1 BoneIndex:260 Mass:1 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.451264, -9.142823> Rotation:<1.5241228, 3.1415927, -0> Size:<0.7, 0.4017885, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_11_1 BoneIndex:261 Mass:0.921 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.413769, -9.945525> Rotation:<1.5241222, 3.1415927, 0> Size:<0.6, 0.40178853, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_12_1 BoneIndex:262 Mass:0.818 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.376276, -10.748226> Rotation:<1.5241209, 3.1415927, 0> Size:<0.6, 0.4017881, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_13_1 BoneIndex:263 Mass:0.699 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.338782, -11.550928> Rotation:<1.5241222, 3.1415927, 0> Size:<0.53735065, 0.401789, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_14_1 BoneIndex:264 Mass:0.572 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.30129, -12.353631> Rotation:<1.5241222, 3.1415927, 0> Size:<0.5268243, 0.40178853, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_15_1 BoneIndex:265 Mass:0.438 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.263797, -13.156333> Rotation:<1.5241222, 3.1415927, 0> Size:<0.516298, 0.40178853, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_16_1 BoneIndex:266 Mass:0.311 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.226303, -13.959035> Rotation:<1.5241222, 3.1415927, 0> Size:<0.5057717, 0.40178856, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_17_1 BoneIndex:267 Mass:0.192 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.18881, -14.761737> Rotation:<1.5241222, 3.1415927, 0> Size:<0.4952454, 0.40178853, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_18_1 BoneIndex:268 Mass:0.089 Shape:Capsule LinearDamping:1 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.151318, -15.564439> Rotation:<1.5241222, 3.1415927, 0> Size:<0.48471904, 0.40178853, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_19_1 BoneIndex:269 Mass:0.01 Shape:Capsule LinearDamping:1 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.113825, -16.367142> Rotation:<1.5241222, 3.1415927, 0> Size:<0.47419274, 0.40178856, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skn_Necklace BoneIndex:64 Mass:1 Shape:Capsule LinearDamping:0.9999 AngularDamping:0.9999 Restitution:0 Friction:0 Position:<-0.01204375, 16.310835, 0.26631737> Rotation:<0.58075655, 0, -0> Size:<0.07655063, 0.3827532, 0> Group:3 Mask:65527 Mode:PhysicsWithBoneAlignment
JointCount: 241
Joint: 左胸上 BodyA:胸 BodyB:左胸上 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.69813174, -0.5235988, 0.08726647> RotMax:<0.02617994, 0.5235988, -0.08726647> SpringPos:<0, 0, -0> SpringRot:<100, 80, -100>
Joint: 右胸上 BodyA:胸 BodyB:右胸上 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.69813174, -0.5235988, 0.08726647> RotMax:<0.02617994, 0.5235988, -0.08726647> SpringPos:<0, 0, -0> SpringRot:<100, 80, -100>
Joint: 左胸上2 BodyA:左胸上 BodyB:左胸上2 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.43633232, 0, -0> RotMax:<0.43633232, 0, -0> SpringPos:<0, 0, -100> SpringRot:<20, 0, -0>
Joint: 右胸上2 BodyA:右胸上 BodyB:右胸上2 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.43633232, 0, -0> RotMax:<0.43633232, 0, -0> SpringPos:<0, 0, -100> SpringRot:<20, 0, -0>
Joint: 左胸下 BodyA:胸 BodyB:左胸下 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.69813174, -0.5235988, 0.08726647> RotMax:<0.02617994, 0.5235988, -0.08726647> SpringPos:<0, 0, -0> SpringRot:<100, 80, -100>
Joint: 右胸下 BodyA:胸 BodyB:右胸下 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.69813174, -0.5235988, 0.08726647> RotMax:<0.02617994, 0.5235988, -0.08726647> SpringPos:<0, 0, -0> SpringRot:<100, 80, -100>
Joint: 左胸補助 BodyA:左胸上2 BodyB:左胸下 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.5235988, 0, -0> RotMax:<0.5235988, 0, -0> SpringPos:<100, 0, -100> SpringRot:<20, 0, -0>
Joint: 右胸補助 BodyA:右胸上2 BodyB:右胸下 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.5235988, 0, -0> RotMax:<0.5235988, 0, -0> SpringPos:<100, 0, -100> SpringRot:<20, 0, -0>
Joint: Ctr_F_Hair_01 BodyA:頭 BodyB:Ctr_F_Hair_01 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.34906587, 0, 0.2617994> RotMax:<0.34906587, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_F_Hair_02 BodyA:Ctr_F_Hair_01 BodyB:Ctr_F_Hair_02 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.5235988, 0, 0.5235988> RotMax:<0.5235988, 0, -0.5235988> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_R_HairA_01 BodyA:頭 BodyB:Ctr_R_HairA_01 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.34906587, 0, 0.2617994> RotMax:<0.34906587, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_R_HairA_02 BodyA:Ctr_R_HairA_01 BodyB:Ctr_R_HairA_02 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.34906587, 0, 0.2617994> RotMax:<0.34906587, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_L_HairA_01 BodyA:頭 BodyB:Ctr_L_HairA_01 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.34906587, 0, 0.2617994> RotMax:<0.34906587, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_L_HairA_02 BodyA:Ctr_L_HairA_01 BodyB:Ctr_L_HairA_02 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.34906587, 0, 0.2617994> RotMax:<0.34906587, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_L_HairA_03 BodyA:Ctr_L_HairA_02 BodyB:Ctr_L_HairA_03 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.34906587, 0, 0.2617994> RotMax:<0.34906587, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_R_HairB_01 BodyA:頭 BodyB:Ctr_R_HairB_01 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.34906587, 0, 0.2617994> RotMax:<0.34906587, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_R_HairB_02 BodyA:Ctr_R_HairB_01 BodyB:Ctr_R_HairB_02 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.34906587, 0, 0.2617994> RotMax:<0.34906587, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_F_Hair横 BodyA:Ctr_F_Hair_01 BodyB:Ctr_L_HairA_01 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: B BodyA:Ctr_R_HairB_02 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_L_HairA_03 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_L_HairA_02 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_L_HairA_01 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_R_HairA_02 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_F_Hair_02 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_F_Hair_01 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_R_HairD_02 BodyA:頭 BodyB:Ctr_R_HairD_02 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.2617994, 0, 0.2617994> RotMax:<0.2617994, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_R_HairD_03 BodyA:Ctr_R_HairD_02 BodyB:Ctr_R_HairD_03 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.2617994, 0, 0.2617994> RotMax:<0.2617994, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_R_HairC_01 BodyA:頭 BodyB:Ctr_R_HairC_01 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.2617994, 0, 0.2617994> RotMax:<0.2617994, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_R_HairC_02 BodyA:Ctr_R_HairC_01 BodyB:Ctr_R_HairC_02 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.2617994, 0, 0.2617994> RotMax:<0.2617994, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_B_HairA_02 BodyA:頭 BodyB:Ctr_B_HairA_02 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.2617994, 0, 0.2617994> RotMax:<0.2617994, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_B_HairA_03 BodyA:Ctr_B_HairA_02 BodyB:Ctr_B_HairA_03 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.2617994, 0, 0.2617994> RotMax:<0.2617994, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_B_HairB_01 BodyA:Ctr_B_HairA_02 BodyB:Ctr_B_HairB_01 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.2617994, 0, 0.2617994> RotMax:<0.2617994, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_B_HairB_02 BodyA:Ctr_B_HairB_01 BodyB:Ctr_B_HairB_02 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.2617994, 0, 0.2617994> RotMax:<0.2617994, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_B_HairC_01 BodyA:頭 BodyB:Ctr_B_HairC_01 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.2617994, 0, 0.2617994> RotMax:<0.2617994, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_B_HairC_02 BodyA:Ctr_B_HairC_01 BodyB:Ctr_B_HairC_02 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.2617994, 0, 0.2617994> RotMax:<0.2617994, 0, -0.2617994> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Ctr_L_HairB_03 BodyA:Ctr_L_HairB_02 BodyB:Ctr_L_HairB_03 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.43633232, 0, 0.43633232> RotMax:<0.43633232, 0, -0.43633232> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: B BodyA:Ctr_L_HairB_03 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_B_HairC_02 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_B_HairC_01 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_B_HairA_03 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_R_HairC_02 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_R_HairC_01 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_R_HairD_03 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_R_HairD_02 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_B_HairB_02 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_B_HairB_01 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: B BodyA:Ctr_B_HairA_02 BodyB:B PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<0, 0, -0> RotMax:<0, 0, -0> SpringPos:<100000, 100000, -100000> SpringRot:<100000, 100000, -100000>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: S BodyA:B BodyB:B PosMin:<-50, -50, 50> PosMax:<50, 50, -50> RotMin:<0.017453292, 0.017453292, -0.017453292> RotMax:<0, 0, -0> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_0_0 BodyA:上半身1 BodyB:Skirt_0_0 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.87266463, 0, 0.08726646> RotMax:<0.87266463, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_0_1 BodyA:上半身1 BodyB:Skirt_0_1 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.87266463, 0, 0.08726646> RotMax:<0.87266463, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_0_2 BodyA:上半身1 BodyB:Skirt_0_2 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.87266463, 0, 0.08726646> RotMax:<0.87266463, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_0_3 BodyA:上半身1 BodyB:Skirt_0_3 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.87266463, 0, 0.08726646> RotMax:<0.87266463, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_0_4 BodyA:上半身1 BodyB:Skirt_0_4 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.87266463, 0, 0.08726646> RotMax:<0.87266463, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_0_5 BodyA:上半身1 BodyB:Skirt_0_5 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.87266463, 0, 0.08726646> RotMax:<0.87266463, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_0_6 BodyA:上半身1 BodyB:Skirt_0_6 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.87266463, 0, 0.08726646> RotMax:<0.87266463, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_0_7 BodyA:上半身1 BodyB:Skirt_0_7 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.87266463, 0, 0.08726646> RotMax:<0.87266463, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_0_8 BodyA:上半身1 BodyB:Skirt_0_8 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.87266463, 0, 0.08726646> RotMax:<0.87266463, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_0_9 BodyA:上半身1 BodyB:Skirt_0_9 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.87266463, 0, 0.08726646> RotMax:<0.87266463, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_0_10 BodyA:上半身1 BodyB:Skirt_0_10 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.87266463, 0, 0.08726646> RotMax:<0.87266463, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_0_11 BodyA:上半身1 BodyB:Skirt_0_11 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.87266463, 0, 0.08726646> RotMax:<0.87266463, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_0_12 BodyA:上半身1 BodyB:Skirt_0_12 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.87266463, 0, 0.08726646> RotMax:<0.87266463, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_1_0 BodyA:Skirt_0_0 BodyB:Skirt_1_0 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.6981317, 0, 0.08726646> RotMax:<0.6981317, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_1_1 BodyA:Skirt_0_1 BodyB:Skirt_1_1 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.6981317, 0, 0.08726646> RotMax:<0.6981317, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_1_2 BodyA:Skirt_0_2 BodyB:Skirt_1_2 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.6981317, 0, 0.08726646> RotMax:<0.6981317, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_1_3 BodyA:Skirt_0_3 BodyB:Skirt_1_3 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.6981317, 0, 0.08726646> RotMax:<0.6981317, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
Joint: Skirt_1_4 BodyA:Skirt_0_4 BodyB:Skirt_1_4 PosMin:<0, 0, -0> PosMax:<0, 0, -0> RotMin:<-0.6981317, 0, 0.08726646> RotMax:<0.6981317, 0, -0.08726646> SpringPos:<0, 0, -0> SpringRot:<0, 0, -0>
